Country,country,population
Switzerland,Nigeria,92
Switzerland,Pakistan,99
Switzerland,Palestinian,109
Switzerland,Peru,11
Switzerland,Poland,9
Switzerland,Portugal,5
Switzerland,Republic of Moldova,17
Switzerland,Romania,27
Switzerland,Russian Federation,599
Switzerland,Rwanda,176
Switzerland,Senegal,10
Switzerland,Serbia,4083
Switzerland,Sierra Leone,39
Switzerland,Somalia,4135
Switzerland,Sri Lanka,3117
Switzerland,Stateless,107
Switzerland,Sudan,155
Switzerland,Syrian Arab Republic,1391
Switzerland,Tajikistan,6
Switzerland,The former Yugoslav Republic of Macedonia,163
Switzerland,Togo,696
Switzerland,Tunisia,369
Switzerland,Turkey,3926
Switzerland,Turkmenistan,9
Switzerland,Uganda,32
Switzerland,Ukraine,16
Switzerland,United Republic of Tanzania,15
Switzerland,Uzbekistan,54
Switzerland,Viet Nam,1340
Switzerland,Yemen,268
Switzerland,Zimbabwe,14
Syrian Arab Republic,Afghanistan,1737
Syrian Arab Republic,Algeria,17
Syrian Arab Republic,Burundi,6
Syrian Arab Republic,Democratic Republic of the Congo,6
Syrian Arab Republic,Egypt,26
Syrian Arab Republic,Eritrea,54
Syrian Arab Republic,Ethiopia,9
Syrian Arab Republic,Iran (Islamic Republic of),80
Syrian Arab Republic,Iraq,471418
Syrian Arab Republic,Jordan,53
Syrian Arab Republic,Kuwait,35
Syrian Arab Republic,Lebanon,30
Syrian Arab Republic,Libya,8
Syrian Arab Republic,Morocco,6
Syrian Arab Republic,Pakistan,32
Syrian Arab Republic,Palestinian,48
Syrian Arab Republic,Saudi Arabia,7
Syrian Arab Republic,Somalia,2217
Syrian Arab Republic,South Sudan,14
Syrian Arab Republic,Sudan,598
Syrian Arab Republic,Turkey,7
Syrian Arab Republic,Yemen,73
Tajikistan,Afghanistan,2196
Tajikistan,Kyrgyzstan,47
Thailand,Cambodia,84
Thailand,China,117
Thailand,Côte d'Ivoire,17
Thailand,Democratic Republic of the Congo,19
Thailand,Egypt,11
Thailand,Iran (Islamic Republic of),24
Thailand,Iraq,86
Thailand,Myanmar,83317
Thailand,Nepal,15
Thailand,Pakistan,274
Thailand,Palestinian,20
Thailand,Somalia,136
Thailand,Sri Lanka,225
Thailand,Sudan,8
Thailand,Syrian Arab Republic,10
Thailand,Viet Nam,92
The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,21
The former Yugoslav Republic of Macedonia,Serbia,1055
Togo,Burundi,10
Togo,Central African Republic,23
Togo,Chad,16
Togo,Congo,30
Togo,Côte d'Ivoire,5593
Togo,Democratic Republic of the Congo,101
Togo,Ghana,17371
Togo,Mali,137
Togo,Nigeria,19
Togo,Rwanda,224
Trinidad and Tobago,Colombia,8
Tunisia,Algeria,20
Tunisia,Chad,21
Tunisia,Côte d'Ivoire,15
Tunisia,Democratic Republic of the Congo,8
Tunisia,Eritrea,130
Tunisia,Ethiopia,86
Tunisia,Iran (Islamic Republic of),6
Tunisia,Iraq,137
Tunisia,Mali,6
Tunisia,Palestinian,37
Tunisia,Rwanda,9
Tunisia,Somalia,510
Tunisia,Sudan,427
Tunisia,Syrian Arab Republic,6
Turkey,Afghanistan,3517
Turkey,Cameroon,6
Turkey,China,5
Turkey,Côte d'Ivoire,13
Turkey,Democratic Republic of the Congo,35
Turkey,Egypt,13
Turkey,Eritrea,49
Turkey,Ethiopia,74
Turkey,Guinea,8
Turkey,Iran (Islamic Republic of),3040
Turkey,Iraq,9478
Turkey,Jordan,8
Turkey,Kyrgyzstan,163
Turkey,Lebanon,6
Turkey,Morocco,9
Turkey,Pakistan,19
Turkey,Palestinian,146
Turkey,Russian Federation,5
Turkey,Somalia,1669
Turkey,Sri Lanka,19
Turkey,Stateless,18
Turkey,Sudan,179
Turkey,Syrian Arab Republic,248466
Turkey,Turkmenistan,5
Turkey,Uzbekistan,56
Turkey,Yemen,17
Turkmenistan,Afghanistan,19
Turkmenistan,Azerbaijan,22
Uganda,Burundi,10728
Uganda,Central African Republic,9
Uganda,Chad,6
Uganda,Democratic Republic of the Congo,127021
Uganda,Egypt,6
Uganda,Eritrea,4630
Uganda,Ethiopia,1529
Uganda,Kenya,1124
Uganda,Liberia,5
Uganda,Libya,12
Uganda,Pakistan,63
Uganda,Rwanda,14684
Uganda,Somalia,19000
Uganda,South Sudan,11135
Uganda,Sudan,7910
Uganda,United Republic of Tanzania,5
Ukraine,Afghanistan,1480
Ukraine,Angola,29
Ukraine,Armenia,200
Ukraine,Azerbaijan,181
Ukraine,Bangladesh,8
Ukraine,Belarus,21
Ukraine,Burundi,7
Ukraine,Chad,7
Ukraine,Congo,21
Ukraine,Democratic Republic of the Congo,65
Ukraine,Eritrea,7
Ukraine,Ethiopia,16
Ukraine,Georgia,66
Ukraine,Iran (Islamic Republic of),50
Ukraine,Iraq,77
Ukraine,Kazakhstan,8
Ukraine,Kyrgyzstan,8
Ukraine,Lebanon,6
Ukraine,Palestinian,35
Ukraine,Russian Federation,105
Ukraine,Serbia,5
Ukraine,Somalia,112
Ukraine,Sri Lanka,8
Ukraine,Stateless,23
Ukraine,Sudan,53
Ukraine,Syrian Arab Republic,63
Ukraine,Tajikistan,9
Ukraine,Turkey,11
Ukraine,Turkmenistan,12
Ukraine,Uzbekistan,67
United Arab Emirates,Iraq,548
United Arab Emirates,Somalia,19
United Arab Emirates,Sri Lanka,39
United Arab Emirates,Sudan,6
United Arab Emirates,Syrian Arab Republic,16
United Kingdom of Great Britain and Northern Ireland,Various,34252
United Kingdom of Great Britain and Northern Ireland,Afghanistan,9845
United Kingdom of Great Britain and Northern Ireland,Albania,1139
United Kingdom of Great Britain and Northern Ireland,Algeria,636
United Kingdom of Great Britain and Northern Ireland,Angola,1156
United Kingdom of Great Britain and Northern Ireland,Armenia,30
United Kingdom of Great Britain and Northern Ireland,Azerbaijan,86
United Kingdom of Great Britain and Northern Ireland,Bahrain,101
United Kingdom of Great Britain and Northern Ireland,Bangladesh,1425
United Kingdom of Great Britain and Northern Ireland,Belarus,145
United Kingdom of Great Britain and Northern Ireland,Benin,10
United Kingdom of Great Britain and Northern Ireland,Bhutan,100
United Kingdom of Great Britain and Northern Ireland,Bolivia (Plurinational State of),19
United Kingdom of Great Britain and Northern Ireland,Bosnia and Herzegovina,55
United Kingdom of Great Britain and Northern Ireland,Botswana,11
United Kingdom of Great Britain and Northern Ireland,Brazil,9
United Kingdom of Great Britain and Northern Ireland,Bulgaria,11
United Kingdom of Great Britain and Northern Ireland,Burkina Faso,6
United Kingdom of Great Britain and Northern Ireland,Burundi,889
United Kingdom of Great Britain and Northern Ireland,Cameroon,763
United Kingdom of Great Britain and Northern Ireland,Chad,46
United Kingdom of Great Britain and Northern Ireland,China,2158
United Kingdom of Great Britain and Northern Ireland,Colombia,341
United Kingdom of Great Britain and Northern Ireland,Congo,500
United Kingdom of Great Britain and Northern Ireland,Côte d'Ivoire,548
United Kingdom of Great Britain and Northern Ireland,Croatia,16
United Kingdom of Great Britain and Northern Ireland,Cuba,16
United Kingdom of Great Britain and Northern Ireland,Czech Republic,35
United Kingdom of Great Britain and Northern Ireland,Democratic People's Republic of Korea,619
United Kingdom of Great Britain and Northern Ireland,Democratic Republic of the Congo,3313
United Kingdom of Great Britain and Northern Ireland,Ecuador,97
United Kingdom of Great Britain and Northern Ireland,Egypt,204
United Kingdom of Great Britain and Northern Ireland,Eritrea,9903
United Kingdom of Great Britain and Northern Ireland,Ethiopia,1508
United Kingdom of Great Britain and Northern Ireland,Fiji,8
United Kingdom of Great Britain and Northern Ireland,Gambia,794
United Kingdom of Great Britain and Northern Ireland,Georgia,66
United Kingdom of Great Britain and Northern Ireland,Ghana,200
United Kingdom of Great Britain and Northern Ireland,Grenada,5
United Kingdom of Great Britain and Northern Ireland,Guinea,413
United Kingdom of Great Britain and Northern Ireland,Guinea-Bissau,9
United Kingdom of Great Britain and Northern Ireland,Guyana,12
United Kingdom of Great Britain and Northern Ireland,Honduras,16
United Kingdom of Great Britain and Northern Ireland,India,347
United Kingdom of Great Britain and Northern Ireland,Indonesia,9
United Kingdom of Great Britain and Northern Ireland,Iran (Islamic Republic of),11433
United Kingdom of Great Britain and Northern Ireland,Iraq,5755
United Kingdom of Great Britain and Northern Ireland,Israel,12
United Kingdom of Great Britain and Northern Ireland,Jamaica,472
United Kingdom of Great Britain and Northern Ireland,Jordan,27
United Kingdom of Great Britain and Northern Ireland,Kazakhstan,5
United Kingdom of Great Britain and Northern Ireland,Kenya,469
United Kingdom of Great Britain and Northern Ireland,Kuwait,584
United Kingdom of Great Britain and Northern Ireland,Kyrgyzstan,21
United Kingdom of Great Britain and Northern Ireland,Lebanon,107
United Kingdom of Great Britain and Northern Ireland,Liberia,307
United Kingdom of Great Britain and Northern Ireland,Libya,655
United Kingdom of Great Britain and Northern Ireland,Lithuania,7
United Kingdom of Great Britain and Northern Ireland,Malawi,171
United Kingdom of Great Britain and Northern Ireland,Malaysia,50
United Kingdom of Great Britain and Northern Ireland,Maldives,9
United Kingdom of Great Britain and Northern Ireland,Mali,13
United Kingdom of Great Britain and Northern Ireland,Mauritania,9
United Kingdom of Great Britain and Northern Ireland,Mauritius,25
United Kingdom of Great Britain and Northern Ireland,Mongolia,83
United Kingdom of Great Britain and Northern Ireland,Morocco,91
United Kingdom of Great Britain and Northern Ireland,Myanmar,863
United Kingdom of Great Britain and Northern Ireland,Namibia,5
United Kingdom of Great Britain and Northern Ireland,Nepal,119
United Kingdom of Great Britain and Northern Ireland,Niger,5
United Kingdom of Great Britain and Northern Ireland,Nigeria,1166
United Kingdom of Great Britain and Northern Ireland,Oman,5
United Kingdom of Great Britain and Northern Ireland,Pakistan,4751
United Kingdom of Great Britain and Northern Ireland,Palestinian,282
United Kingdom of Great Britain and Northern Ireland,Poland,51
United Kingdom of Great Britain and Northern Ireland,Republic of Korea,5
United Kingdom of Great Britain and Northern Ireland,Republic of Moldova,162
United Kingdom of Great Britain and Northern Ireland,Romania,233
United Kingdom of Great Britain and Northern Ireland,Russian Federation,1106
United Kingdom of Great Britain and Northern Ireland,Rwanda,431
United Kingdom of Great Britain and Northern Ireland,Saint Vincent and the Grenadines,5
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,37
United Kingdom of Great Britain and Northern Ireland,Senegal,42
United Kingdom of Great Britain and Northern Ireland,Serbia,2328
United Kingdom of Great Britain and Northern Ireland,Sierra Leone,640
United Kingdom of Great Britain and Northern Ireland,Somalia,15134
United Kingdom of Great Britain and Northern Ireland,South Africa,119
United Kingdom of Great Britain and Northern Ireland,Sri Lanka,4475
United Kingdom of Great Britain and Northern Ireland,Stateless,727
United Kingdom of Great Britain and Northern Ireland,Sudan,3750
United Kingdom of Great Britain and Northern Ireland,Swaziland,15
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Republic,1717
United Kingdom of Great Britain and Northern Ireland,Thailand,25
United Kingdom of Great Britain and Northern Ireland,The former Yugoslav Republic of Macedonia,83
United Kingdom of Great Britain and Northern Ireland,Togo,48
United Kingdom of Great Britain and Northern Ireland,Trinidad and Tobago,22
United Kingdom of Great Britain and Northern Ireland,Tunisia,32
United Kingdom of Great Britain and Northern Ireland,Turkey,4171
United Kingdom of Great Britain and Northern Ireland,Turkmenistan,37
United Kingdom of Great Britain and Northern Ireland,Uganda,1269
United Kingdom of Great Britain and Northern Ireland,Ukraine,192
United Kingdom of Great Britain and Northern Ireland,United Arab Emirates,7
United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,8
United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,84
United Kingdom of Great Britain and Northern Ireland,United States of America,14
United Kingdom of Great Britain and Northern Ireland,Uzbekistan,52
United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),17
United Kingdom of Great Britain and Northern Ireland,Viet Nam,908
United Kingdom of Great Britain and Northern Ireland,Western Sahara,6
United Kingdom of Great Britain and Northern Ireland,Yemen,209
United Kingdom of Great Britain and Northern Ireland,Zambia,39
United Kingdom of Great Britain and Northern Ireland,Zimbabwe,12158
United Republic of Tanzania,Various,243
United Republic of Tanzania,Burundi,35343
United Republic of Tanzania,Democratic Republic of the Congo,63330
United Republic of Tanzania,Somalia,2105
United States of America,Various,1681
United States of America,Afghanistan,1017
United States of America,Albania,4422
United States of America,Algeria,216
United States of America,Andorra,6
United States of America,Angola,134
United States of America,Argentina,123
United States of America,Armenia,4076
United States of America,Austria,5
United States of America,Azerbaijan,582
United States of America,Bahamas,180
United States of America,Bahrain,40
United States of America,Bangladesh,1117
United States of America,Belarus,2054
United States of America,Belgium,38
United States of America,Belize,29
United States of America,Benin,64
United States of America,Bhutan,70
United States of America,Bolivia (Plurinational State of),137
United States of America,Bosnia and Herzegovina,200
United States of America,Botswana,5
United States of America,Brazil,679
United States of America,Bulgaria,796
United States of America,Burkina Faso,548
United States of America,Burundi,464
United States of America,Cambodia,356
United States of America,Cameroon,6676
United States of America,Canada,58
United States of America,Central African Republic,228
United States of America,Chad,436
United States of America,Chile,69
United States of America,China,60615
United States of America,Colombia,17766
United States of America,Comoros,7
United States of America,Congo,1608
United States of America,Costa Rica,20
United States of America,Côte d'Ivoire,1842
United States of America,Croatia,60
United States of America,Cuba,677
United States of America,Czech Republic,33
United States of America,Democratic People's Republic of Korea,23
United States of America,Democratic Republic of the Congo,891
United States of America,Djibouti,88
United States of America,Dominica,11
United States of America,Dominican Republic,60
United States of America,Ecuador,185
United States of America,Egypt,6297
United States of America,El Salvador,6037
United States of America,Equatorial Guinea,10
United States of America,Eritrea,3512
United States of America,Estonia,328
United States of America,Ethiopia,10508
United States of America,Fiji,617
United States of America,Finland,5
United States of America,France,42
United States of America,Gabon,58
United States of America,Gambia,1049
United States of America,Georgia,693
United States of America,Germany,64
United States of America,Ghana,185
United States of America,Greece,29
United States of America,Grenada,19
United States of America,Guatemala,5174
United States of America,Guinea,3643
United States of America,Guinea-Bissau,38
United States of America,Guyana,145
United States of America,Haiti,26849
United States of America,Honduras,1674
United States of America,"Hong Kong SAR, China",6
United States of America,Hungary,27
United States of America,India,5041
United States of America,Indonesia,4481
United States of America,Iran (Islamic Republic of),4313
United States of America,Iraq,4759
United States of America,Israel,188
United States of America,Italy,27
United States of America,Jamaica,340
United States of America,Japan,12
United States of America,Jordan,399
United States of America,Kazakhstan,536
United States of America,Kenya,2512
United States of America,Kuwait,74
United States of America,Kyrgyzstan,626
United States of America,Lao People's Democratic Republic,252
United States of America,Latvia,105
United States of America,Lebanon,515
United States of America,Liberia,2149
United States of America,Libya,137
United States of America,Lithuania,81
United States of America,Madagascar,17
United States of America,Malawi,40
United States of America,Malaysia,137
United States of America,Maldives,8
United States of America,Mali,949
United States of America,Mauritania,1731
United States of America,Mauritius,16
United States of America,Mexico,2352
United States of America,Mongolia,844
United States of America,Montenegro,95
United States of America,Morocco,117
United States of America,Myanmar,2739
United States of America,Namibia,41
United States of America,Nepal,5121
United States of America,Netherlands,12
United States of America,Nicaragua,424
United States of America,Niger,219
United States of America,Nigeria,719
United States of America,Niue,10
United States of America,Pakistan,3105
United States of America,Palestinian,8
United States of America,Panama,32
United States of America,Paraguay,28
United States of America,Peru,1091
United States of America,Philippines,271
United States of America,Poland,56
United States of America,Portugal,10
United States of America,Qatar,9
United States of America,Republic of Korea,31
United States of America,Republic of Moldova,906
United States of America,Romania,635
United States of America,Russian Federation,6714
United States of America,Rwanda,946
United States of America,Saint Lucia,11
United States of America,Saint Vincent and the Grenadines,5
United States of America,Saudi Arabia,133
United States of America,Senegal,360
United States of America,Serbia,1791
United States of America,Seychelles,15
United States of America,Sierra Leone,1017
United States of America,Singapore,28
United States of America,Slovakia,23
United States of America,Slovenia,11
United States of America,Somalia,2412
United States of America,South Africa,95
United States of America,Spain,14
United States of America,Sri Lanka,1252
United States of America,Stateless,1052
United States of America,Sudan,1427
United States of America,Suriname,5
United States of America,Sweden,11
United States of America,Syrian Arab Republic,1425
United States of America,Tajikistan,186
United States of America,Thailand,29
United States of America,The former Yugoslav Republic of Macedonia,187
United States of America,Togo,2048
United States of America,Trinidad and Tobago,62
United States of America,Tunisia,36
United States of America,Turkey,496
United States of America,Turkmenistan,295
United States of America,Turks and Caicos Islands,14
United States of America,Uganda,1231
United States of America,Ukraine,1411
United States of America,United Arab Emirates,30
United States of America,United Kingdom of Great Britain and Northern Ireland,53
United States of America,United Republic of Tanzania,168
United States of America,Uruguay,15
United States of America,Uzbekistan,1687
United States of America,Venezuela (Bolivarian Republic of),6995
United States of America,Viet Nam,265
United States of America,Yemen,343
United States of America,Zambia,96
United States of America,Zimbabwe,1866
Uruguay,Cameroon,6
Uruguay,Colombia,94
Uruguay,Cuba,6
Uruguay,Ecuador,7
Uruguay,Latvia,5
Uruguay,Nigeria,13
Uruguay,Peru,7
Uruguay,Russian Federation,11
Uruguay,Ukraine,11
Uzbekistan,Afghanistan,173
Venezuela (Bolivarian Republic of),China,5
Venezuela (Bolivarian Republic of),Colombia,203563
Venezuela (Bolivarian Republic of),Haiti,15
Venezuela (Bolivarian Republic of),Peru,7
Venezuela (Bolivarian Republic of),Serbia,5
Yemen,Egypt,14
Yemen,Eritrea,1055
Yemen,Ethiopia,5221
Yemen,Iran (Islamic Republic of),7
Yemen,Iraq,3431
Yemen,Jordan,8
Yemen,Palestinian,401
Yemen,Somalia,226909
Yemen,Sudan,56
Yemen,Syrian Arab Republic,42
Yemen,United Republic of Tanzania,10
Yemen,Viet Nam,17
Zambia,Burundi,2378
Zambia,Democratic Republic of the Congo,14871
Zambia,Eritrea,9
Zambia,Ethiopia,64
Zambia,Lebanon,6
Zambia,Liberia,23
Zambia,Palestinian,5
Zambia,Rwanda,5963
Zambia,Somalia,2177
Zambia,Sudan,28
Zambia,Uganda,112
Zambia,Zimbabwe,6
Zimbabwe,Burundi,526
Zimbabwe,Congo,21
Zimbabwe,Democratic Republic of the Congo,2978
Zimbabwe,Eritrea,9
Zimbabwe,Ethiopia,44
Zimbabwe,Rwanda,723
Zimbabwe,Somalia,22
Zimbabwe,Sudan,14
Zimbabwe,Uganda,12
